WORD	BFRQ	CNC	KFCAT	FAM	KFSMP	IMG	KFFRQ	NLET	CMEAN	NPHN	NSYL	T-LFRQ
EXTRAPOLATION	-	-	1	-	2	-	4	13	-	-	5	-
SHREW	-	-	-	-	-	-	-	5	-	3	1	1
TAN	1	-	6	-	9	-	9	3	-	3	1	120
ORANGE	3	601	10	567	20	626	23	6	467	5	2	351
INVOKED	-	-	-	-	-	-	-	7	-	-	-	-
POUNDS	59	-	-	-	-	-	-	6	-	-	-	-
BLATANT	-	-	2	-	2	-	2	7	-	7	2	170
DRAMATIC	8	-	12	-	49	-	63	8	-	8	3	174
DREAMT	1	-	-	-	-	-	-	6	-	-	-	-
ISOLATION	2	-	3	-	9	-	16	9	-	8	4	21
RECIPROCITY	-	-	-	-	-	-	-	11	-	11	5	4
FAVOURED	-	-	-	-	-	-	-	8	-	-	3	-
INCLUDING	13	-	14	-	128	-	171	9	-	-	3	-
GAMBOL	-	-	-	-	-	-	-	6	-	6	2	1
TEENAGERS	1	-	-	-	-	-	-	9	-	-	-	-
DEPLOY	-	-	-	-	-	-	-	6	-	5	2	-
BIFF	-	-	-	-	-	-	-	4	-	3	1	-
STRANGELY	1	-	8	-	8	-	8	9	-	-	3	158
PAIR	7	377	13	544	43	480	50	4	510	2	1	374
DISPUTES	-	-	-	-	-	-	-	8	-	-	-	-
INDIANAPOLIS	-	-	-	-	-	-	-	12	-	-	-	-
GENIUS	3	342	8	476	16	456	23	6	-	6	2	158
PAWN	-	480	2	477	2	479	2	4	376	3	1	31
THINK	1190	346	15	612	219	384	433	5	500	4	1	5392
OF	4253	180	15	598	500	217	36411	2	217	2	1	112601
HUNGARIANS	-	-	-	-	-	-	-	10	-	-	-	-
PINS	-	-	-	-	-	-	-	4	-	-	-	-
CONDEMNED	-	-	-	-	-	-	-	9	-	-	-	-
SEMINARS	18	-	-	-	-	-	-	8	-	-	-	-
GUMS	-	-	-	-	-	-	-	4	-	-	-	-
RUNNER	1	-	1	531	1	546	1	6	-	4	2	41
ZEALAND	-	-	-	-	-	-	-	7	-	-	-	-
DYNAMIC	-	-	5	489	14	387	21	7	-	7	3	32
SOUFFLE	-	-	1	-	1	-	1	7	-	-	1	-
SOUFFLE	-	-	1	-	1	-	1	7	-	4	2	-
SOUFFLE	-	-	1	-	1	-	1	7	-	5	2	-
INGESTED	-	-	-	-	-	-	-	8	-	-	-	-
HUGGED	-	-	-	-	-	-	-	6	-	-	-	-
CHAIRS	4	-	-	-	-	-	-	6	-	-	-	-
AGENTS	-	-	-	-	-	-	-	6	-	-	-	-
SETTLING	1	-	8	-	11	-	11	8	-	-	2	-
PROTECTIVE	-	-	9	-	13	-	14	10	-	9	3	62
OUTLIVED	-	-	-	-	-	-	-	8	-	-	-	-
COLLECT	3	-	11	-	16	-	16	7	-	6	2	233
HORROR	1	341	9	501	15	545	17	6	-	4	2	237
TENURE	-	345	5	304	6	286	12	6	289	5	2	3
ACHIEVEMENTS	-	-	-	-	-	-	-	12	-	-	-	-
HINT	3	312	5	555	9	343	9	4	-	4	1	174
DETECTIVE	1	505	8	509	12	524	52	9	-	8	3	174
BLOOM	-	520	6	426	8	524	12	5	-	4	1	177
BUNCH	3	452	9	503	14	486	17	5	448	5	1	160
SECOND	59	344	15	598	223	371	373	6	397	6	2	926
FLUCTUATION	-	-	-	-	-	-	-	11	-	11	4	12
THIS	1582	240	15	601	495	279	5146	4	303	3	1	14151
KECK	-	-	-	-	-	-	-	4	-	-	1	-
DESKS	-	-	-	-	-	-	-	5	-	-	-	-
DINOSAURS	-	-	-	-	-	-	-	9	-	-	-	-
COPENHAGEN	-	-	-	-	-	-	-	10	-	-	-	-
IDIOM	2	360	4	420	7	341	7	5	-	5	2	5
HONEST	5	-	13	607	41	366	47	6	-	5	2	393
PUFFS	-	-	-	-	-	-	-	5	-	-	-	-
HAH	3	-	-	-	-	-	-	3	-	-	1	11
ANNOY	1	-	2	-	2	-	2	5	-	3	2	148
VICE	3	399	9	457	28	413	41	4	422	3	1	134
VICE	3	399	9	457	28	413	41	4	422	4	2	134
SWEATS	-	-	-	-	-	-	-	6	-	-	-	-
TASTING	-	-	2	-	3	-	3	7	-	-	2	-
BOBSLED	-	-	-	-	-	-	-	7	-	-	-	-
MATCHMAKER	-	-	-	-	-	-	-	10	-	-	-	-
BILLION	-	-	8	-	16	-	62	7	-	6	2	93
SETTLE	3	-	11	-	22	-	23	6	-	4	2	636
SOLEMNLY	-	-	-	-	-	-	-	8	-	-	-	-
SLOGGING	-	-	-	-	-	-	-	8	-	-	-	-
BENIGN	-	-	1	-	1	-	1	6	-	5	2	9
SITAR	-	-	-	-	-	-	-	5	-	-	2	-
QUESTIONNAIRE	-	-	3	-	5	-	37	13	-	9	3	14
LATEX	-	-	1	-	1	-	2	5	-	6	2	-
CONSERVATIVELY	-	-	-	-	-	-	-	14	-	-	-	-
TIES	1	-	-	-	-	-	-	4	-	-	-	-
TEEMING	-	-	1	-	1	-	1	7	-	-	2	-
GUIDING	-	-	-	-	-	-	-	7	-	-	-	-
CAVALRY	-	-	6	-	8	-	26	7	-	7	3	46
BIGGER	11	-	12	-	26	-	34	6	-	-	2	-
RENAISSANCE	15	-	7	-	12	-	20	11	-	-	3	12
MANTIS	-	-	-	-	-	-	-	6	-	6	2	-
SIDE	68	394	15	566	201	386	380	4	380	3	1	1517
BELIEF	2	270	13	554	42	328	64	6	418	5	2	212
BATHS	-	-	-	-	-	-	-	5	-	-	-	-
SPEAKS	5	-	-	-	-	-	-	6	-	-	-	-
CANISTER	-	-	1	-	1	-	2	8	-	7	3	-
FIZZ	-	-	-	-	-	-	-	4	-	3	1	-
SELF	3	459	13	604	29	466	40	4	-	4	1	115
FRIGHTENED	1	-	-	-	-	-	-	10	-	-	-	-
MARTIANS	-	-	-	-	-	-	-	8	-	-	-	-
LAWFUL	-	-	2	500	2	307	2	6	-	-	2	14
INFANTRY	1	530	4	351	6	483	16	8	-	8	3	20
WITCH	-	522	3	474	3	589	5	5	465	4	1	44
SLUGGISHLY	-	-	-	-	-	-	-	10	-	-	-	-
SPICE	-	590	2	518	4	592	4	5	452	4	1	66
CRITICIZES	1	-	-	-	-	-	-	10	-	-	-	-
WINKLE	-	-	-	-	-	-	-	6	-	5	2	-
VALUABLES	-	-	-	-	-	-	-	9	-	-	-	-
ANGORA	-	-	-	-	-	-	-	6	-	6	3	-
TRANSFERRABLE	-	-	-	-	-	-	-	13	-	-	3	-
OLDER	14	348	14	548	67	479	93	5	458	-	2	-
UNIT	18	389	11	513	52	334	103	4	-	5	2	165
WIDOW	3	547	10	485	18	505	26	5	-	4	2	181
TRIED	35	-	15	597	123	303	170	5	-	-	1	1557
IRRITATING	-	-	-	-	-	-	-	10	-	-	-	-
COLLAPSES	-	-	-	-	-	-	-	9	-	-	-	-
GLUED	-	-	-	-	-	-	-	5	-	-	-	-
WHALE	-	610	-	500	-	623	-	5	474	3	1	18
CRUISE	-	-	2	-	2	-	2	6	-	-	1	72
LIGHTING	2	-	-	-	-	-	-	8	-	-	-	-
PATIENCE	-	266	11	533	20	363	22	8	429	6	2	139
ANTICIPATE	1	-	8	-	11	-	11	10	-	9	4	87
BACKING	1	-	6	-	8	-	8	7	-	5	2	-
AWFULLY	22	-	-	-	-	-	-	7	-	-	-	-
PANCAKES	-	-	-	-	-	-	-	8	-	-	-	-
CONUNDRUM	-	-	-	-	-	-	-	9	-	9	3	-
WIDTH	-	-	3	-	12	-	14	5	-	4	1	65
WEIRDEST	-	-	-	-	-	-	-	8	-	-	-	-
FIGURINE	-	-	-	-	-	-	-	8	-	8	3	-
SYLLABLE	-	361	1	473	1	375	1	8	-	-	2	31
SYLLABLE	-	361	1	473	1	375	1	8	-	6	3	31
RELUCTANT	3	263	9	481	14	373	15	9	415	9	3	41
D	13	-	10	-	62	-	90	1	-	2	1	-
TWEETING	-	-	-	-	-	-	-	8	-	-	-	-
SIGNIFICANT	-	-	9	525	66	261	85	11	-	11	4	107
BOXERS	-	-	-	-	-	-	-	6	-	-	-	-
MATCHING	1	-	-	-	-	-	-	8	-	-	-	-
PORTLAND	-	-	2	-	4	-	24	8	-	-	2	-
MAROON	-	486	3	492	3	503	3	6	394	5	2	20
GAMBIT	-	-	2	-	2	-	2	6	-	6	2	-
WARD	3	-	6	-	10	-	25	4	-	3	1	119
QUIRKS	4	-	-	-	-	-	-	6	-	-	-	-
IMPART	-	-	4	-	4	-	4	6	-	5	2	21
CRIMINALS	-	-	-	-	-	-	-	9	-	-	-	-
GREEK	-	-	9	-	28	-	61	5	-	4	1	-
EARTHENWARE	-	-	1	-	1	-	1	11	-	6	3	4
BOTTLED	1	-	3	-	3	-	3	7	-	-	2	-
ENTITLED	1	-	-	-	-	-	-	8	-	-	-	-
IMAGINARY	-	-	8	-	14	-	17	9	-	9	5	65
SCORING	-	-	3	-	5	-	5	7	-	-	2	-
INFERIORITY	-	-	3	-	5	-	5	11	-	12	6	23
GROCERY	-	-	6	-	9	-	9	7	-	7	3	95
FRILLY	-	-	1	-	1	-	1	6	-	5	2	-
ENCOUNTERED	-	-	-	-	-	-	-	11	-	-	-	-
SULTAN	-	563	1	256	1	541	3	6	-	6	2	12
URBAN	1	420	9	518	22	476	42	5	500	4	2	19
REACTOR	-	-	2	-	3	-	7	7	-	6	3	-
PERIMETER	-	-	1	-	1	-	1	9	-	8	4	-
SUMMONED	-	-	-	-	-	-	-	8	-	-	-	-
SHOVE	3	-	2	-	2	-	2	5	-	3	1	110
LEE	-	-	7	-	20	-	34	3	-	2	1	211
TIGHTS	-	-	-	-	-	-	-	6	-	3	1	-
HILARIOUS	1	-	1	-	2	-	2	9	-	8	3	25
LIECHTENSTEIN	-	-	-	-	-	-	-	13	-	-	-	-
CUPBOARD	5	-	2	-	2	-	2	8	-	5	2	55
GRADUATION	-	416	5	568	6	577	11	10	-	-	3	69
GRADUATION	-	416	5	568	6	577	11	10	-	10	4	69
CAFFEINE	-	-	-	-	-	-	-	8	-	5	2	-
SURVIVE	1	-	13	-	27	-	33	7	-	5	2	100
FRUITLESS	-	-	2	-	5	-	5	9	-	-	2	17
CHUNK	2	-	2	-	2	-	2	5	-	5	1	23
SLOTS	-	-	-	-	-	-	-	5	-	-	-	-
DIALING	-	-	1	-	1	-	1	7	-	-	2	-
ABSORBS	-	-	-	-	-	-	-	7	-	-	-	-
CHICKEN	-	614	12	544	24	619	37	7	462	6	2	357
COSMETIC	-	-	1	-	1	-	1	8	-	8	3	37
KNOCK	2	-	9	-	13	-	15	5	-	3	1	372
REPRESENT	2	-	10	-	31	-	38	9	-	9	3	249
NAME	53	405	15	573	162	475	294	4	474	3	1	1335
LILIES	-	-	-	-	-	-	-	6	-	-	-	-
MILKING	-	-	-	-	-	-	-	7	-	-	-	-
BORDERLINE	-	-	3	-	3	-	3	10	-	7	3	-
BUSY	14	329	14	600	49	403	58	4	385	4	2	587
FATE	2	255	10	502	26	343	33	4	472	3	1	239
HOGGING	-	-	-	-	-	-	-	7	-	-	-	-
SING	2	421	12	576	24	527	34	4	472	3	1	472
EARFUL	-	-	-	-	-	-	-	6	-	-	-	-
CHAIN	2	595	10	513	25	559	50	5	461	4	1	175
PRACTICALITY	-	-	2	-	2	-	2	12	-	12	5	-
DEPOT	-	-	3	-	5	-	13	5	-	4	2	27
HAMSTER	-	599	-	467	-	581	-	7	418	6	2	-
UNDIES	-	-	-	-	-	-	-	6	-	5	2	-
REAL	27	285	15	596	156	313	260	4	464	-	1	1260
REAL	27	285	15	596	156	313	260	4	464	4	2	1260
HINDERED	-	-	-	-	-	-	-	8	-	-	-	-
CULTURE	2	351	10	523	34	339	58	7	437	6	2	102
FEARS	-	-	-	-	-	-	-	5	-	-	-	-
RITUALISTIC	1	-	-	-	-	-	-	11	-	12	4	-
PREACHES	-	-	-	-	-	-	-	8	-	-	-	-
SUITCASE	1	-	-	-	-	-	-	8	-	-	-	-
ESTEEMED	-	-	-	-	-	-	-	8	-	-	-	-
EXISTS	2	-	-	-	-	-	-	6	-	-	-	-
INEXPLICABLE	-	-	4	-	5	-	6	12	-	-	4	31
INEXPLICABLE	-	-	4	-	5	-	6	12	-	12	5	31
HEREBY	-	-	3	-	4	-	8	6	-	4	2	13
TERRIFIC	3	-	4	-	4	-	5	8	-	7	3	119
INGREDIENTS	-	-	-	-	-	-	-	11	-	-	-	-
CHICKENS	-	-	-	-	-	-	-	8	-	-	-	-
HON	-	-	-	-	-	-	-	3	-	-	-	-
CRIMSON	-	-	7	-	7	-	8	7	-	6	2	66
WRITES	5	-	-	-	-	-	-	6	-	-	-	-
STRAYING	-	-	-	-	-	-	-	8	-	-	-	-
CATCH	3	-	13	-	36	-	43	5	-	4	1	459
FLOPPING	-	-	-	-	-	-	-	8	-	-	-	-
TIMELESS	-	-	2	-	2	-	2	8	-	-	3	-
NAMED	4	-	-	-	-	-	-	5	-	-	-	-
FRIENDS	29	-	-	-	-	-	-	7	-	-	-	-
SPAT	-	-	4	-	9	-	9	4	-	4	1	35
ACKNOWLEDGEMENT	-	-	1	-	2	-	2	15	-	11	4	-
UTERUS	-	-	-	-	-	-	-	6	-	7	3	-
STINKING	-	-	2	-	2	-	2	8	-	-	2	-
NOTICED	-	-	-	-	-	-	-	7	-	-	-	-
NICKNAMES	-	-	-	-	-	-	-	9	-	-	-	-
CONGEALED	-	-	-	-	-	-	-	9	-	-	-	-
ORGASM	-	-	3	-	3	-	7	6	-	6	3	-
MOODY	-	-	4	-	5	-	5	5	-	4	2	44
ANALYSE	4	-	-	-	-	-	-	7	-	6	3	-
LENNY	-	-	-	-	-	-	-	5	-	-	-	-
SANCTIMONIOUS	-	-	2	-	2	-	2	13	-	12	4	-
INVOLVEMENT	-	-	7	-	10	-	13	11	-	-	4	-
CHEATING	2	-	-	-	-	-	-	8	-	-	-	-
ATTACH	-	-	8	-	11	-	14	6	-	5	2	139
SCARCER	-	-	-	-	-	-	-	7	-	-	-	-
COS	200	-	-	-	-	-	-	3	-	3	1	-
PRIZES	1	-	-	-	-	-	-	6	-	-	-	-
SANCTUM	-	-	-	-	-	-	-	7	-	8	2	7
CALLER	-	-	2	-	2	-	2	6	-	4	2	42
BATHROBE	-	-	-	-	-	-	-	8	-	-	-	-
PACING	-	-	-	-	-	-	-	6	-	-	-	-
LATERAL	-	-	1	382	1	-	1	7	-	7	3	7
SALESMAN	1	-	7	-	10	-	12	8	-	7	2	171
ILLUMINATE	-	-	1	-	1	-	1	10	-	9	4	58
EVOLVED	1	-	-	-	-	-	-	7	-	-	-	-
VERBATIM	-	-	1	-	2	-	2	8	-	7	3	-
POSTPONING	-	-	-	-	-	-	-	10	-	-	-	-
ISOLATE	1	-	3	-	7	-	8	7	-	6	3	78
SLOSHES	-	-	-	-	-	-	-	7	-	-	-	-
DESPAIR	2	279	9	484	19	388	21	7	410	5	2	157
BLEACHING	-	-	-	-	-	-	-	9	-	-	-	-
HOLLAND	-	-	5	-	6	-	8	7	-	6	2	-
LICKED	-	-	-	-	-	-	-	6	-	-	-	-
LENGTHS	-	-	-	-	-	-	-	7	-	-	-	-
INSISTENCE	-	262	9	411	17	324	19	10	-	9	3	36
SWAMPED	-	-	-	-	-	-	-	7	-	-	-	-
ROADS	5	-	-	-	-	-	-	5	-	-	-	-
THINKER	-	403	4	474	6	405	6	7	-	5	2	23
VIRTUALLY	8	-	10	-	33	-	41	9	-	-	3	43
JOYCE	-	-	-	-	-	-	-	5	-	-	-	-
FINGERTIPS	-	-	-	-	-	-	-	10	-	-	-	-
TRACTS	-	-	-	-	-	-	-	6	-	-	-	-
BRIGHTLY	-	-	-	-	-	-	-	8	-	-	-	-
PURPOSE	7	280	14	572	107	280	149	7	-	5	2	594
SEALS	-	-	-	-	-	-	-	5	-	-	-	-
LAMINATE	-	-	1	-	1	-	3	8	-	7	3	-
TRIMESTER	-	-	1	-	1	-	1	9	-	-	3	-
SAIL	-	567	5	504	7	597	12	4	428	3	1	370
HECKLING	-	-	-	-	-	-	-	8	-	-	-	-
BRONZE	-	568	10	398	10	588	11	6	-	5	1	65
JANITOR	-	532	4	463	4	508	4	7	-	6	3	15
STEAKS	-	-	-	-	-	-	-	6	-	-	-	-
BONDING	-	-	1	-	1	-	1	7	-	-	2	-
HOLED	-	-	1	-	1	-	1	5	-	-	2	-
RECKLESS	-	-	7	517	8	395	9	8	-	-	2	88
FRUSTRATING	1	-	-	-	-	-	-	11	-	-	-	-
REBOUND	-	-	2	-	2	-	2	7	-	6	2	16
POSITIONAL	-	-	-	-	-	-	-	10	-	8	4	-
NARROWED	1	-	-	-	-	-	-	8	-	-	-	-
FARMERS	1	-	-	-	-	-	-	7	-	-	-	-
SHERRY	13	-	4	-	4	-	8	6	-	4	2	20
GROUCH	-	-	-	-	-	-	-	6	-	-	1	17
MELON	-	-	1	441	1	-	1	5	-	5	2	18
EXCREMENT	-	-	-	-	-	-	-	9	-	10	3	3
MULTIPLEX	-	-	-	-	-	-	-	9	-	10	3	-
SEARS	-	-	-	-	-	-	-	5	-	-	-	-
ROBBED	-	-	-	-	-	-	-	6	-	-	-	-
STUMP	2	540	1	447	1	490	2	5	411	5	1	72
INFERIOR	2	311	4	547	7	379	7	8	487	7	3	40
SULPHIDE	-	-	-	-	-	-	-	8	-	6	2	-
STRIKING	-	-	-	-	-	-	-	8	-	-	-	-
PREGNANCY	1	-	1	-	1	-	4	9	-	9	3	14
BUSES	4	-	-	-	-	-	-	5	-	-	-	-
NAILS	1	-	-	-	-	-	-	5	-	-	-	-
BOOGIE	-	-	-	-	-	-	-	6	-	-	-	-
REGISTERED	1	-	-	-	-	-	-	10	-	-	-	-
MAC	1	-	1	-	1	-	1	3	-	-	1	-
ABLE	66	302	15	575	167	284	216	4	355	-	1	930
ABLE	66	302	15	575	167	284	216	4	355	3	2	930
CHEAP	21	-	10	-	21	-	24	5	-	4	1	327
SEWAGE	-	-	5	-	7	-	29	6	-	5	2	4
REPAIR	-	394	10	543	18	440	20	6	-	4	2	114
PROXIMAL	-	-	1	-	2	-	2	8	-	9	3	-
BROKE	2	394	13	528	61	485	72	5	432	4	1	579
CLUTCHES	-	-	-	-	-	-	-	8	-	-	-	-
REFRESHMENT	-	-	2	-	2	-	2	11	-	10	3	61
ARROGANT	-	-	2	407	2	402	2	8	-	7	3	34
LAGOON	-	-	4	-	4	-	15	6	-	5	2	11
SWEETIE	-	-	-	-	-	-	-	7	-	-	2	-
EARTHBOUND	-	-	-	-	-	-	-	10	-	6	2	-
PACK	2	-	9	-	20	-	25	4	-	3	1	469
MANURE	-	644	3	458	4	534	6	6	453	5	2	22
PRONOUNCED	-	-	-	-	-	-	-	10	-	-	-	-
PUMPS	-	-	-	-	-	-	-	5	-	-	-	-
LOTTERY	-	-	1	-	1	-	1	7	-	6	3	35
TWISTER	-	-	2	-	2	-	4	7	-	6	2	-
NUTS	-	-	-	-	-	-	-	4	-	-	-	-
JIBBER	-	-	-	-	-	-	-	6	-	-	2	-
IMPASSE	1	-	2	-	2	-	2	7	-	5	2	-
RECOVERING	1	-	-	-	-	-	-	10	-	-	-	-
CEMENTED	-	-	-	-	-	-	-	8	-	-	-	-
DIGGERS	-	-	-	-	-	-	-	7	-	-	-	-
BONES	2	-	-	-	-	-	-	5	-	-	-	-
OLDEN	1	-	1	-	1	-	1	5	-	5	2	9
PENGUIN	-	-	-	360	-	-	-	7	-	7	2	6
ELEPHANT	-	628	5	459	5	616	7	8	440	7	3	144
VOTES	-	-	-	-	-	-	-	5	-	-	-	-
PLATITUDE	-	-	-	-	-	-	-	9	-	9	3	-
PRIVATELY	1	-	-	-	-	-	-	9	-	-	-	-
PRESENTATION	3	-	8	-	26	-	33	12	-	11	4	38
ELECTRODES	-	-	-	-	-	-	-	10	-	-	-	-
ANCHOVIES	-	-	-	-	-	-	-	9	-	-	-	-
ROMANS	-	-	-	-	-	-	-	6	-	-	-	-
SPELL	10	376	10	525	16	429	19	5	-	4	1	185
DAUGHTERS	1	-	-	-	-	-	-	9	-	-	-	-
REINFORCE	1	-	5	-	7	-	10	9	-	-	2	25
REINFORCE	1	-	5	-	7	-	10	9	-	7	3	25
BOURBON	-	570	5	531	6	606	8	7	465	-	2	-
NIGHTSHADE	-	-	-	-	-	-	-	10	-	6	2	-
NIGHTLY	-	-	3	-	3	-	3	7	-	5	2	30
ITERATES	-	-	-	-	-	-	-	8	-	-	-	-
CADAVER	-	-	1	-	1	-	1	7	-	6	3	-
RECONCILED	2	-	-	-	-	-	-	10	-	-	-	-
ERASE	-	-	1	-	1	-	1	5	-	4	2	24
SOMEWHAT	2	-	15	-	90	-	127	8	-	-	3	322
SOMEWHAT	2	-	15	-	90	-	127	8	-	6	2	322
PRODUCTION	6	318	12	545	72	347	148	10	-	9	3	405
CLEVERLY	2	-	-	-	-	-	-	8	-	-	-	-
SEPARATE	15	-	14	-	62	-	79	8	-	7	3	309
SEPARATE	15	-	14	-	62	-	79	8	-	6	2	309
SPOTTED	-	-	6	-	13	-	16	7	-	-	2	8
NARROWLY	-	-	3	-	5	-	6	8	-	-	3	12
EARTHY	2	-	6	-	10	-	10	6	-	3	2	6
NOSTALGIA	-	-	5	360	8	-	8	9	-	9	3	-
BUCKLED	-	-	-	-	-	-	-	7	-	-	-	-
THROES	-	-	-	-	-	-	-	6	-	-	-	-
GUESSES	-	-	-	-	-	-	-	7	-	-	-	-
DONE	182	271	15	567	199	346	320	4	448	3	1	1931
DOORSTEP	1	-	1	-	2	-	3	8	-	6	2	34
BELITTLE	-	-	-	-	-	-	-	8	-	6	3	11
MURDERED	-	-	-	-	-	-	-	8	-	-	-	-
INVENT	1	-	4	-	6	-	7	6	-	6	2	125
CONSUMMATING	-	-	-	-	-	-	-	12	-	-	-	-
ANTHROPOLOGICAL	-	-	1	-	1	-	1	15	-	14	6	-
DAUGHTER	7	-	12	-	43	-	72	8	-	4	2	865
DEVELOP	4	-	13	558	65	295	89	7	-	7	3	576
THERMOMETER	-	612	4	481	4	581	10	11	443	8	4	55
PARADIGM	-	-	3	-	4	-	6	8	-	7	3	-
BARMAID	-	-	-	-	-	-	-	7	-	5	2	-
COCCYX	-	-	-	-	-	-	-	6	-	7	2	-
LOOSELY	1	-	-	-	-	-	-	7	-	-	-	-
CON	1	-	4	-	5	-	7	3	-	3	1	19
ANIMAL	-	587	12	620	37	575	68	6	-	6	3	377
NEGATORY	-	-	-	-	-	-	-	8	-	-	4	-
CARING	-	-	-	-	-	-	-	6	-	-	-	-
UNFAIR	5	-	8	588	13	264	13	6	-	4	2	59
NIT	1	-	-	-	-	-	-	3	-	-	1	-
TA	-	-	-	-	-	-	-	2	-	2	1	-
TICKS	2	-	-	-	-	-	-	5	-	-	-	-
RIGHTLY	3	-	3	-	3	-	4	7	-	-	2	30
NOURISH	-	-	-	-	-	-	-	7	-	5	2	41
FIRING	1	-	10	-	18	-	24	6	-	-	2	-
FIRING	1	-	10	-	18	-	24	6	-	6	3	-
SAVE	9	314	12	559	47	365	62	4	438	3	1	872
VIOLIN	-	626	3	468	8	606	11	6	479	6	3	49
ACRONYM	-	-	-	-	-	-	-	7	-	-	-	-
TRUSTWORTHY	3	-	2	460	2	337	3	11	-	9	3	13
THEORISTS	-	-	-	-	-	-	-	9	-	-	-	-
MULTIPLE	6	-	9	-	25	-	36	8	-	7	3	3
CONFIRMATION	1	-	5	-	7	-	7	12	-	10	4	18
ACCOMPLISH	-	-	8	-	20	-	24	10	-	8	3	224
INSIGHT	-	270	7	462	22	329	22	7	-	5	2	22
APPEARED	2	-	-	-	-	-	-	8	-	-	-	-
ACCIDENTAL	1	-	5	-	6	-	9	10	-	9	4	38
FLOWERS	3	-	-	-	-	-	-	7	-	-	-	-
OVERSEAS	11	-	8	-	15	-	22	8	-	6	3	27
TORN	3	-	10	-	21	-	25	4	-	3	1	164
CEMENT	-	646	6	516	11	578	11	6	423	6	2	78
TAIWAN	-	-	-	-	-	-	-	6	-	-	-	-
SULLY	-	-	-	-	-	-	-	5	-	4	2	1
HAWK	-	623	4	504	5	591	14	4	467	3	1	25
INVINCIBLE	-	-	2	-	2	-	2	10	-	-	3	8
INVINCIBLE	-	-	2	-	2	-	2	10	-	9	4	8
GRAM	-	-	2	-	4	-	10	4	-	4	1	7
APOLOGIES	-	-	-	-	-	-	-	9	-	-	-	-
PENCHANT	-	-	1	-	1	-	1	8	-	-	2	-
INFLATABLE	-	-	-	-	-	-	-	10	-	-	-	-
SESSION	2	372	11	505	43	394	80	7	-	5	2	110
LOTIONS	-	-	-	-	-	-	-	7	-	-	-	-
GOSSIPY	-	-	-	-	-	-	-	7	-	6	3	-
CYCLOID	-	-	-	-	-	-	-	7	-	6	2	-
HERCULEAN	-	-	1	-	1	-	1	9	-	9	4	-
COOKED	1	-	-	-	-	-	-	6	-	-	-	-
PREDICTION	1	-	5	-	9	-	10	10	-	9	3	30
BAKING	-	-	-	-	-	-	-	6	-	-	-	-
CONSIDERATIONS	4	-	-	-	-	-	-	14	-	-	-	-
SANDING	-	-	-	-	-	-	-	7	-	-	-	-
LOVER	-	-	7	-	17	-	19	5	-	4	2	272
SOUTHERN	4	-	12	-	53	-	137	8	-	5	2	208
SUED	-	-	-	-	-	-	-	4	-	-	-	-
BUILDS	1	-	-	-	-	-	-	6	-	-	-	-
CHELSEA	-	-	-	-	-	-	-	7	-	-	-	-
PERCEPTIONS	-	-	-	-	-	-	-	11	-	-	-	-
DEFINE	2	-	7	-	16	-	27	6	-	5	2	58
WENDY	-	-	-	-	-	-	-	5	-	-	-	-
MONGREL	1	-	-	-	-	-	-	7	-	7	2	12
LINES	20	-	-	-	-	-	-	5	-	-	-	-
EXPOUNDING	1	-	-	-	-	-	-	10	-	-	-	-
PROVING	-	-	-	-	-	-	-	7	-	-	-	-
APPLICABLE	-	-	6	-	15	-	18	10	-	8	4	15
CIRCA	-	-	1	-	1	-	1	5	-	4	2	1
FLUSHES	-	-	-	-	-	-	-	7	-	-	-	-
ARRAY	-	371	5	383	11	365	11	5	-	3	2	42
KITE	-	592	1	481	1	624	1	4	408	3	1	13
SKILL	3	346	10	549	31	366	42	5	-	4	1	104
PICTURE	24	579	14	597	98	581	162	7	-	6	2	1463
INCESSANT	-	-	3	-	4	-	4	9	-	7	3	20
GOOSE	-	-	3	-	4	-	4	5	-	3	1	55
PERMISSION	4	425	9	533	16	331	27	10	-	7	3	81
OPERANT	-	-	-	-	-	-	-	7	-	7	3	-
BRAGGING	-	-	-	-	-	-	-	8	-	-	-	-
SHINING	-	-	9	558	19	480	21	7	-	-	2	-
SCRIBBLED	-	-	-	-	-	-	-	9	-	-	-	-
ICED	-	-	1	-	1	-	1	4	-	-	2	-
INDIFFERENCE	-	-	9	-	16	-	17	12	-	9	3	69
OVERCOME	-	-	10	-	25	-	26	8	-	6	3	127
BROBDINGNAGIAN	-	-	-	-	-	-	-	14	-	13	4	-
UGLY	2	377	8	562	15	491	21	4	490	4	2	178
SIGNALLING	1	-	-	-	-	-	-	10	-	-	-	-
FIBBED	-	-	-	-	-	-	-	6	-	-	-	-
UNIDENTIFIED	-	-	1	-	1	-	1	12	-	11	5	-
TEENS	-	-	4	-	5	-	5	5	-	-	1	24
UNDERWATER	-	-	8	-	10	-	15	10	-	-	4	-
DETAIL	14	-	13	-	50	-	72	6	-	5	2	483
SORT	663	-	13	-	120	-	164	4	-	3	1	1461
LIKES	11	-	-	-	-	-	-	5	-	-	-	-
RANGER	-	-	1	-	1	-	2	6	-	5	2	21
PEDICURES	-	-	-	-	-	-	-	9	-	-	-	-
AEGEAN	-	-	2	-	2	-	15	6	-	5	3	-
CATEGORIZED	-	-	-	-	-	-	-	11	-	-	-	-
MACHINERY	1	545	8	528	22	526	60	9	-	8	4	184
SERIAL	1	365	3	440	5	340	7	6	310	6	2	27
